gene_id	SYMBOL	GENENAME	GENETYPE	SRR10315781_TPM	SRR10315782_TPM
ENSG00000204706	MAMDC2-AS1	MAMDC2 antisense RNA 1	ncRNA	0.08	0.03
ENSG00000204709	NA	NA	NA	0	0
ENSG00000204710	SPDYC	speedy/RINGO cell cycle regulator family member C	protein-coding	0	0
ENSG00000204711	CFAP95	cilia and flagella associated protein 95	protein-coding	0.11	0.13
ENSG00000204713	TRIM27	tripartite motif containing 27	protein-coding	32.35	29.64
ENSG00000204718	CNN2P12	calponin 2 pseudogene 12	pseudo	0	0
ENSG00000204740	MALRD1	MAM and LDL receptor class A domain containing 1	protein-coding	0	0
ENSG00000204745	LOC102724642	anaphase-promoting complex subunit 1-like	pseudo	2.65	2.41
ENSG00000204754	LINC01951	long intergenic non-protein coding RNA 1951	ncRNA	0	0
ENSG00000204758	RPL26L1-AS1	RPL26L1 antisense RNA 1	ncRNA	1.75	2.28
ENSG00000204764	RANBP17	RAN binding protein 17	protein-coding	6.85	2.86
ENSG00000204767	INSYN2B	inhibitory synaptic factor family member 2B	protein-coding	0.42	0.44
ENSG00000204776	NA	NA	NA	0	0
ENSG00000204778	ZNG1DP	Zn regulated GTPase metalloprotein activator 1D, pseudogene	pseudo	1.16	1.35
ENSG00000204779	FOXD4L5	forkhead box D4 like 5	protein-coding	0	0
ENSG00000204780	NA	NA	NA	0	0
ENSG00000204787	NA	NA	NA	0	0
ENSG00000204789	NA	NA	NA	0	0.23
ENSG00000204790	LOC728877	COBW domain containing 3 pseudogene	pseudo	1.31	0
ENSG00000204791	NA	NA	NA	0.21	0.1
ENSG00000204792	LINC01291	long intergenic non-protein coding RNA 1291	ncRNA	0	0
ENSG00000204801	NA	NA	NA	0	0
ENSG00000204802	FAM88C	family with sequence similarity 88 member C	ncRNA	3.05	1.23
ENSG00000204814	NA	NA	NA	0	0
ENSG00000204815	ODAD4	outer dynein arm docking complex subunit 4	protein-coding	0.61	0.23
ENSG00000204816	NA	NA	NA	6.67	0
ENSG00000204818	NA	NA	NA	0	0
ENSG00000204822	MRPL53	mitochondrial ribosomal protein L53	protein-coding	214.33	198.56
ENSG00000204832	ST8SIA6-AS1	ST8SIA6 antisense RNA 1	ncRNA	0	0
ENSG00000204837	NA	NA	NA	0	0
ENSG00000204839	MROH6	maestro heat like repeat family member 6	protein-coding	1.94	2.53
ENSG00000204842	ATXN2	ataxin 2	protein-coding	38.76	37.11
ENSG00000204843	DCTN1	dynactin subunit 1	protein-coding	80.32	76.41
ENSG00000204849	SPATA31A1	SPATA31 subfamily A member 1	protein-coding	0	0
ENSG00000204850	NA	NA	NA	0.16	0.48
ENSG00000204851	PNMA8B	PNMA family member 8B	protein-coding	0.03	0
ENSG00000204852	TCTN1	tectonic family member 1	protein-coding	18.23	16.19
ENSG00000204856	FAM216A	family with sequence similarity 216 member A	protein-coding	35.45	38.51
ENSG00000204859	ZBTB48	zinc finger and BTB domain containing 48	protein-coding	17.11	16.22
ENSG00000204860	NA	NA	NA	1.78	2.02
ENSG00000204866	IGFL2	IGF like family member 2	protein-coding	0	0
ENSG00000204869	IGFL4	IGF like family member 4	protein-coding	0	0
ENSG00000204872	NAT8B	N-acetyltransferase 8B (putative, gene/pseudogene)	pseudo	0	0
ENSG00000204873	KRTAP9-3	keratin associated protein 9-3	protein-coding	0	0
ENSG00000204876	LOC389602	uncharacterized LOC389602	ncRNA	0	0
ENSG00000204880	KRTAP4-8	keratin associated protein 4-8	protein-coding	0	0
ENSG00000204882	GPR20	G protein-coupled receptor 20	protein-coding	0	0
ENSG00000204887	KRTAP1-4	keratin associated protein 1-4	protein-coding	0	0
ENSG00000204889	KRT40	keratin 40	protein-coding	0	0
ENSG00000204894	NA	NA	NA	0	0
ENSG00000204897	KRT25	keratin 25	protein-coding	0	0
ENSG00000204899	MZT1	mitotic spindle organizing protein 1	protein-coding	55.24	55.67
ENSG00000204904	LINC01545	long intergenic non-protein coding RNA 1545	ncRNA	0	0
ENSG00000204909	SPINK9	serine peptidase inhibitor Kazal type 9	protein-coding	0	0
ENSG00000204913	LRRC3C	leucine rich repeat containing 3C	protein-coding	0	0
ENSG00000204915	NA	NA	NA	0	0
ENSG00000204918	PRR20B	proline rich 20B	protein-coding	0	0
ENSG00000204919	PRR20A	proline rich 20A	protein-coding	0	0
ENSG00000204920	ZNF155	zinc finger protein 155	protein-coding	5.03	4.9
ENSG00000204922	UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3	protein-coding	10.7	10.87
ENSG00000204923	FBXO48	F-box protein 48	protein-coding	1.4	1.67
ENSG00000204928	GRXCR2	glutaredoxin and cysteine rich domain containing 2	protein-coding	0	0
ENSG00000204929	LOC124906016	uncharacterized LOC124906016	ncRNA	0	0
ENSG00000204930	FAM221B	family with sequence similarity 221 member B	protein-coding	0	0.04
ENSG00000204933	NA	NA	NA	0	0
ENSG00000204934	ATP6V0E2-AS1	ATP6V0E2 antisense RNA 1	ncRNA	2.03	1.87
ENSG00000204936	CD177	CD177 molecule	protein-coding	0.62	0.28
ENSG00000204941	PSG5	pregnancy specific beta-1-glycoprotein 5	protein-coding	0.66	0.79
ENSG00000204946	ZNF783	zinc finger protein 783	protein-coding	4.08	4.06
ENSG00000204947	ZNF425	zinc finger protein 425	protein-coding	0.81	0.8
ENSG00000204949	FAM83A-AS1	FAM83A antisense RNA 1	ncRNA	0	0
ENSG00000204950	LRRC10B	leucine rich repeat containing 10B	protein-coding	0	0
ENSG00000204952	FBXO47	F-box protein 47	protein-coding	0	0
ENSG00000204954	UQCC6	ubiquinol-cytochrome c reductase complex assembly factor 6	protein-coding	10.21	12.73
ENSG00000204956	PCDHGA1	protocadherin gamma subfamily A, 1	protein-coding	0.18	0.08
ENSG00000204959	NA	NA	NA	1.79	2.39
ENSG00000204960	BLACE	B cell acute lymphoblastic leukemia expressed	ncRNA	0	0
ENSG00000204961	PCDHA9	protocadherin alpha 9	protein-coding	0	0
ENSG00000204962	PCDHA8	protocadherin alpha 8	protein-coding	0	0
ENSG00000204963	PCDHA7	protocadherin alpha 7	protein-coding	0	0
ENSG00000204965	PCDHA5	protocadherin alpha 5	protein-coding	0	0
ENSG00000204967	PCDHA4	protocadherin alpha 4	protein-coding	0	0
ENSG00000204969	PCDHA2	protocadherin alpha 2	protein-coding	0	0
ENSG00000204970	PCDHA1	protocadherin alpha 1	protein-coding	0	0
ENSG00000204971	NA	NA	NA	0	0
ENSG00000204977	TRIM13	tripartite motif containing 13	protein-coding	12.57	13.56
ENSG00000204978	ERICH4	glutamate rich 4	protein-coding	0	0
ENSG00000204979	MS4A13	membrane spanning 4-domains A13	protein-coding	0	0
ENSG00000204982	PRSS3P4	PRSS3 pseudogene 4	pseudo	0	0
ENSG00000204983	PRSS1	serine protease 1	protein-coding	0	0
ENSG00000204989	OR4D8P	olfactory receptor family 4 subfamily D member 8 pseudogene	pseudo	0	0
ENSG00000204990	NA	NA	NA	0	0
ENSG00000204991	SPIRE2	spire type actin nucleation factor 2	protein-coding	12.05	12.24
ENSG00000204993	CRTC1P1	CRTC1 pseudogene 1	pseudo	0	0
ENSG00000205002	AARD	alanine and arginine rich domain containing protein	protein-coding	0	0
ENSG00000205015	LINC02138	long intergenic non-protein coding RNA 2138	ncRNA	0	0.06
ENSG00000205018	NA	NA	NA	0	0
ENSG00000205022	PABPN1L	PABPN1 like, cytoplasmic	protein-coding	0	0
ENSG00000205025	OR5G5P	olfactory receptor family 5 subfamily G member 5 pseudogene	pseudo	0	0
ENSG00000205029	OR5D16	olfactory receptor family 5 subfamily D member 16	protein-coding	0	0
ENSG00000205030	OR5L2	olfactory receptor family 5 subfamily L member 2	protein-coding	0	0
ENSG00000205035	GRM5P1	GRM5 pseudogene 1	pseudo	0	0
ENSG00000205037	LOC400553	uncharacterized LOC400553	ncRNA	0	0
ENSG00000205038	PKHD1L1	PKHD1 like 1	protein-coding	0.02	0
ENSG00000205041	NA	NA	NA	0.4	0.25
ENSG00000205044	NA	NA	NA	0	0
ENSG00000205045	SLFN12L	schlafen family member 12 like	protein-coding	0.11	0.09
ENSG00000205054	LINC01121	long intergenic non-protein coding RNA 1121	ncRNA	0	0.05
ENSG00000205056	NA	NA	NA	0	0
ENSG00000205057	CLLU1-AS1	CLLU1 antisense RNA 1	ncRNA	0	0
ENSG00000205060	SLC35B4	solute carrier family 35 member B4	protein-coding	8.28	7.04
ENSG00000205076	LGALS7,LGALS7B	galectin 7,galectin 7B	protein-coding	0	0
ENSG00000205078	SYCE1L	synaptonemal complex central element protein 1 like	protein-coding	4.49	3.82
ENSG00000205084	TMEM231	transmembrane protein 231	protein-coding	7.09	9.63
ENSG00000205085	GARIN1A	golgi associated RAB2 interactor 1A	protein-coding	0.51	0.55
ENSG00000205086	LINC02898	long intergenic non-protein coding RNA 2898	ncRNA	0	0
ENSG00000205089	CCNI2	cyclin I family member 2	protein-coding	2.13	4.32
ENSG00000205090	TMEM240	transmembrane protein 240	protein-coding	8.71	8.09
ENSG00000205097	FRG2	FSHD region gene 2	protein-coding	0	0
ENSG00000205100	NA	NA	NA	0	0
ENSG00000205105	NA	NA	NA	0	0
ENSG00000205106	NA	NA	NA	0	0
ENSG00000205108	SPATA31F1	SPATA31 subfamily F member 1	protein-coding	0	0
ENSG00000205111	CDKL4	cyclin dependent kinase like 4	protein-coding	0	0
ENSG00000205116	TMEM88B	transmembrane protein 88B	protein-coding	0.02	0
ENSG00000205126	ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like	protein-coding	0	0
ENSG00000205129	C4orf47	chromosome 4 open reading frame 47	protein-coding	0	0.32
ENSG00000205133	TRIQK	triple QxxK/R motif containing	protein-coding	12.67	12.52
ENSG00000205138	SDHAF1	succinate dehydrogenase complex assembly factor 1	protein-coding	17.56	15.41
ENSG00000205143	ARID3C	AT-rich interaction domain 3C	protein-coding	0.07	0.06
ENSG00000205155	PSENEN	presenilin enhancer, gamma-secretase subunit	protein-coding	47.2	44.45
ENSG00000205174	LINC02903	long intergenic non-protein coding RNA 2903	ncRNA	0	0
ENSG00000205176	NA	NA	NA	0	0
ENSG00000205177	C11orf91	chromosome 11 open reading frame 91	protein-coding	0.34	0
ENSG00000205181	LINC00654	long intergenic non-protein coding RNA 654	ncRNA	1.82	1.49
ENSG00000205184	SLC10A5P1	SLC10A5 pseudogene 1	pseudo	0	0
ENSG00000205186	FABP9	fatty acid binding protein 9	protein-coding	0	0
ENSG00000205189	ZBTB10	zinc finger and BTB domain containing 10	protein-coding	3.25	3.18
ENSG00000205208	C4orf46	chromosome 4 open reading frame 46	protein-coding	8.49	9.88
ENSG00000205209	SCGB2B2	secretoglobin family 2B member 2	protein-coding	0.09	0.13
ENSG00000205212	NA	NA	NA	0	0
ENSG00000205213	LGR4	leucine rich repeat containing G protein-coupled receptor 4	protein-coding	12.75	11.92
ENSG00000205215	NA	NA	NA	0	0
ENSG00000205220	PSMB10	proteasome 20S subunit beta 10	protein-coding	62.3	61.72
ENSG00000205221	VIT	vitrin	protein-coding	0.03	0.03
ENSG00000205231	TTLL10-AS1	TTLL10 antisense RNA 1	ncRNA	0	0
ENSG00000205236	NA	NA	NA	0.84	1.24
ENSG00000205238	SPDYE2	speedy/RINGO cell cycle regulator family member E2	protein-coding	0.46	0.34
ENSG00000205240	OR7E36P	olfactory receptor family 7 subfamily E member 36 pseudogene	pseudo	0	0
ENSG00000205250	E2F4	E2F transcription factor 4	protein-coding	75.66	73.46
ENSG00000205266	NA	NA	NA	0	0
ENSG00000205267	DGAT2L7P	diacylglycerol O-acyltransferase 2 like 7, pseudogene	pseudo	0	0
ENSG00000205268	PDE7A	phosphodiesterase 7A	protein-coding	8.36	9.62
ENSG00000205269	TMEM170B	transmembrane protein 170B	protein-coding	1.13	1.15
ENSG00000205274	TRBV20OR9-2	T cell receptor beta variable 20/OR9-2 (non-functional)	pseudo	0	0
ENSG00000205277	MUC12	mucin 12, cell surface associated	protein-coding	0	0
ENSG00000205279	CTXN3	cortexin 3	protein-coding	0	0
ENSG00000205293	LINC01602	long intergenic non-protein coding RNA 1602	ncRNA	0	0
ENSG00000205300	NA	NA	NA	0	0.31
ENSG00000205301	MGAT4D	MGAT4 family member D	protein-coding	0	0
ENSG00000205302	SNX2	sorting nexin 2	protein-coding	89.12	92
ENSG00000205307	SAP25	Sin3A associated protein 25	protein-coding	3.71	4.45
ENSG00000205309	NT5M	5',3'-nucleotidase, mitochondrial	protein-coding	3.28	3.47
ENSG00000205312	NA	NA	NA	0	0
ENSG00000205318	GCNT2P1	GCNT2 pseudogene 1	pseudo	0	0.37
ENSG00000205323	SARNP	SAP domain containing ribonucleoprotein	protein-coding	148.2	140.25
ENSG00000205325	NA	NA	NA	0	0
ENSG00000205327	OR6C68	olfactory receptor family 6 subfamily C member 68	protein-coding	0	0
ENSG00000205328	OR6C65	olfactory receptor family 6 subfamily C member 65	protein-coding	0	0
ENSG00000205329	OR6C3	olfactory receptor family 6 subfamily C member 3	protein-coding	0	0
ENSG00000205330	OR6C1	olfactory receptor family 6 subfamily C member 1	protein-coding	0	0
ENSG00000205331	OR6C72P	olfactory receptor family 6 subfamily C member 72 pseudogene	pseudo	0	0
ENSG00000205333	GOLGA2P1	GOLGA2 pseudogene 1	pseudo	0	0
ENSG00000205334	LINC01460	long intergenic non-protein coding RNA 1460	ncRNA	0.22	0.06
ENSG00000205336	ADGRG1	adhesion G protein-coupled receptor G1	protein-coding	46.55	45.86
ENSG00000205339	IPO7	importin 7	protein-coding	53.48	49.88
ENSG00000205352	PRR13	proline rich 13	protein-coding	196.72	203.48
ENSG00000205356	TECPR1	tectonin beta-propeller repeat containing 1	protein-coding	11.42	21.82
ENSG00000205358	MT1H	metallothionein 1H	protein-coding	0	0
ENSG00000205359	SLCO6A1	solute carrier organic anion transporter family member 6A1	protein-coding	0	0
ENSG00000205360	NA	NA	NA	0	0
ENSG00000205361	NA	NA	NA	0	0
ENSG00000205362	MT1A	metallothionein 1A	protein-coding	20.95	36.5
ENSG00000205363	INSYN1	inhibitory synaptic factor 1	protein-coding	0.03	0.19
ENSG00000205364	MT1M	metallothionein 1M	protein-coding	18.83	31.1
ENSG00000205396	LINC00661	long intergenic non-protein coding RNA 661	ncRNA	0	0
ENSG00000205403	CFI	complement factor I	protein-coding	0.22	0.42
ENSG00000205409	OR52E6	olfactory receptor family 52 subfamily E member 6	protein-coding	0	0
ENSG00000205412	NA	NA	NA	0	0
ENSG00000205413	SAMD9	sterile alpha motif domain containing 9	protein-coding	25.66	24.86
ENSG00000205414	NA	NA	NA	0	0
ENSG00000205420	KRT6A	keratin 6A	protein-coding	0	0
ENSG00000205423	CNEP1R1	CTD nuclear envelope phosphatase 1 regulatory subunit 1	protein-coding	16.97	14.35
ENSG00000205424	NA	NA	NA	0	0
ENSG00000205426	KRT81	keratin 81	protein-coding	0.19	0.11
ENSG00000205433	NA	NA	NA	0	0
ENSG00000205436	EXOC3L4	exocyst complex component 3 like 4	protein-coding	0	0
ENSG00000205439	KRTAP12-3	keratin associated protein 12-3	protein-coding	0	0
ENSG00000205442	IZUMO3	IZUMO family member 3	protein-coding	0	0
ENSG00000205444	KU-MEL-3	uncharacterized LOC497048	ncRNA	0	0
ENSG00000205445	KRTAP10-2	keratin associated protein 10-2	protein-coding	0	0
ENSG00000205449	NA	NA	NA	0	0
ENSG00000205452	NA	NA	NA	0	0
ENSG00000205456	TP53TG3D,LOC102723655,LOC102723713	TP53 target 3D,TP53-target gene 3 protein	protein-coding	0	0
ENSG00000205457	TP53TG3C,LOC102723655,LOC102723713,TP53TG3E	TP53 target 3C,TP53-target gene 3 protein,TP53 target 3 family member E	protein-coding	0	0
ENSG00000205464	NA	NA	NA	1.27	2.63
ENSG00000205476	CCDC85C	coiled-coil domain containing 85C	protein-coding	13.87	16.37
ENSG00000205482	SPDYE18	speedy/RINGO cell cycle regulator family member E18	protein-coding	0.48	0.33
ENSG00000205488	NA	NA	NA	0.01	0.01
ENSG00000205494	OR52A4P	olfactory receptor family 52 subfamily A member 4 pseudogene	pseudo	0	0
ENSG00000205495	OR52J3	olfactory receptor family 52 subfamily J member 3	protein-coding	0	0
ENSG00000205496	OR51A2	olfactory receptor family 51 subfamily A member 2	protein-coding	0	0
ENSG00000205497	OR51A4	olfactory receptor family 51 subfamily A member 4	protein-coding	0	0
ENSG00000205500	MAPRE3-AS1	MAPRE3 antisense RNA 1	ncRNA	0	0
ENSG00000205502	C2CD4B	C2 calcium dependent domain containing 4B	protein-coding	3.39	1.33
ENSG00000205517	RGL3	ral guanine nucleotide dissociation stimulator like 3	protein-coding	1.75	1.29
ENSG00000205531	NAP1L4	nucleosome assembly protein 1 like 4	protein-coding	121.43	116.5
ENSG00000205534	NA	NA	NA	0.76	1.25
ENSG00000205537	NA	NA	NA	0	0
ENSG00000205542	TMSB4X	thymosin beta 4 X-linked	protein-coding	4488.43	4579.52
ENSG00000205544	TMEM256	transmembrane protein 256	protein-coding	182.1	179.35
ENSG00000205549	LINC03041	long intergenic non-protein coding RNA 3041	ncRNA	0	0
ENSG00000205559	CHKB-DT	CHKB divergent transcript	ncRNA	6.45	6.57
ENSG00000205560	CPT1B	carnitine palmitoyltransferase 1B	protein-coding	27.35	27.61
ENSG00000205562	FLRT2-AS1	FLRT2 antisense RNA 1	ncRNA	0.31	0.4
ENSG00000205571	SMN1,SMN2	survival of motor neuron 1, telomeric,survival of motor neuron 2, centromeric	protein-coding	30.57	41.33
ENSG00000205572	SERF1A,SERF1B	small EDRK-rich factor 1A,small EDRK-rich factor 1B	protein-coding	36.21	38.26
ENSG00000205578	NA	NA	NA	0.3	0.55
ENSG00000205579	NA	NA	NA	0	0
ENSG00000205581	HMGN1	high mobility group nucleosome binding domain 1	protein-coding	348.84	338.96
ENSG00000205583	NA	NA	NA	1.35	0
ENSG00000205584	NA	NA	NA	0	0
ENSG00000205592	MUC19	mucin 19, oligomeric	protein-coding	0	0
ENSG00000205593	DENND6B	DENN domain containing 6B	protein-coding	6.37	6.56
ENSG00000205596	NA	NA	NA	0	0
ENSG00000205609	EIF3CL	eukaryotic translation initiation factor 3 subunit C like	protein-coding	1.32	2.32
ENSG00000205611	LOC101928906,LOC102723678,LOC107985433	uncharacterized LOC101928906,uncharacterized LOC102723678,putative uncharacterized protein LOC401522	ncRNA	0	0
ENSG00000205622	NA	NA	NA	0.08	0
ENSG00000205625	NA	NA	NA	0	0
ENSG00000205628	LINC01446	long intergenic non-protein coding RNA 1446	ncRNA	0	0
ENSG00000205629	LCMT1	leucine carboxyl methyltransferase 1	protein-coding	42.17	40.53
ENSG00000205632	LINC01310	long intergenic non-protein coding RNA 1310	ncRNA	0	0
ENSG00000205634	LINC00898	long intergenic non-protein coding RNA 898	ncRNA	0	0
ENSG00000205636	LINC00583	long intergenic non-protein coding RNA 583	ncRNA	0	0
ENSG00000205639	MFSD2B	MFSD2 lysolipid transporter B, sphingolipid	protein-coding	0.24	0.12
ENSG00000205642	VCX3B	variable charge X-linked 3B	protein-coding	0	0
ENSG00000205643	CDPF1	cysteine rich DPF motif domain containing 1	protein-coding	17.24	14.85
ENSG00000205644	RPS2P23	ribosomal protein S2 pseudogene 23	pseudo	0.42	0.1
ENSG00000205649	HTN3	histatin 3	protein-coding	0	0
ENSG00000205653	NA	NA	NA	0	0
ENSG00000205659	LIN52	lin-52 DREAM MuvB core complex component	protein-coding	10	9.61
ENSG00000205667	ARSH	arylsulfatase family member H	protein-coding	0	0
ENSG00000205669	ACOT6	acyl-CoA thioesterase 6	protein-coding	0	0.08
ENSG00000205670	SMIM11,LOC102723553	small integral membrane protein 11,small integral membrane protein 11B	protein-coding	14.52	17.54
ENSG00000205678	TECRL	trans-2,3-enoyl-CoA reductase like	protein-coding	0	0
ENSG00000205682	NA	NA	NA	0	0
ENSG00000205683	DPF3	double PHD fingers 3	protein-coding	2.22	2.19
ENSG00000205693	MANSC4	MANSC domain containing 4	protein-coding	0	0
ENSG00000205695	LOC100129554	thyroid hormone receptor interactor 4 pseudogene	pseudo	0	0
ENSG00000205696	ADARB2-AS1	ADARB2 antisense RNA 1	ncRNA	0	0
ENSG00000205702	NA	NA	NA	1.55	1.59
ENSG00000205704	SMIM45	small integral membrane protein 45	protein-coding	0.14	0.09
ENSG00000205707	ETFRF1	electron transfer flavoprotein regulatory factor 1	protein-coding	13.89	15.6
ENSG00000205710	C17orf107	chromosome 17 open reading frame 107	protein-coding	0.58	0.65
ENSG00000205716	NA	NA	NA	0	0
ENSG00000205718	MBD3L4	methyl-CpG binding domain protein 3 like 4	protein-coding	0	0
ENSG00000205726	ITSN1	intersectin 1	protein-coding	44.46	36.31
ENSG00000205730	ITPRIPL2	ITPRIP like 2	protein-coding	7.74	7.08
ENSG00000205740	NA	NA	NA	0.37	0.56
ENSG00000205744	DENND1C	DENN domain containing 1C	protein-coding	0.11	0.08
ENSG00000205745	NA	NA	NA	0	0
ENSG00000205746	PKD1P4	polycystin 1, transient receptor potential channel interacting pseudogene 4	pseudo	4.36	3.79
ENSG00000205754	NA	NA	NA	0	0
ENSG00000205755	CRLF2	cytokine receptor like factor 2	protein-coding	0	0
ENSG00000205758	CRYZL1	crystallin zeta like 1	protein-coding	29.18	29.77
ENSG00000205763	NA	NA	NA	0	0
ENSG00000205765	RIMOC1	RAB7A interacting MON1-CCZ1 complex subunit 1	protein-coding	13.87	14.28
ENSG00000205767	RPL31P5	ribosomal protein L31 pseudogene 5	pseudo	0	0
ENSG00000205771	NA	NA	NA	0	0
ENSG00000205777	GAGE1	G antigen 1	protein-coding	0	0
ENSG00000205784	ARRDC5	arrestin domain containing 5	protein-coding	0	0
ENSG00000205786	LINC01531	long intergenic non-protein coding RNA 1531	ncRNA	0	0
ENSG00000205790	DPP9-AS1	DPP9 antisense RNA 1	ncRNA	0.33	0.27
ENSG00000205791	LOH12CR2	loss of heterozygosity on chromosome 12, region 2	ncRNA	0.52	0.38
ENSG00000205794	LOC344967	acyl-CoA thioesterase 7 pseudogene	pseudo	0	0.09
ENSG00000205795	CYS1	cystin 1	protein-coding	0.4	0
ENSG00000205808	PLPP6	phospholipid phosphatase 6	protein-coding	6.71	6.49
ENSG00000205809	KLRC2	killer cell lectin like receptor C2	protein-coding	7.07	7.3
ENSG00000205810	KLRC3	killer cell lectin like receptor C3	protein-coding	0.83	1.9
ENSG00000205822	NA	NA	NA	0	0
ENSG00000205830	NA	NA	NA	0	0
ENSG00000205832	C16orf96	chromosome 16 open reading frame 96	protein-coding	0	0
ENSG00000205835	GMNC	geminin coiled-coil domain containing	protein-coding	0	0.04
ENSG00000205837	LINC00487	long intergenic non-protein coding RNA 487	ncRNA	0	0
ENSG00000205838	TTC23L	tetratricopeptide repeat domain 23 like	protein-coding	0.09	0.06
ENSG00000205846	CLEC6A	C-type lectin domain containing 6A	protein-coding	0	0
ENSG00000205847	NA	NA	NA	0	0
ENSG00000205853	RFPL3S	RFPL3 antisense	ncRNA	0.85	0.33
ENSG00000205856	C22orf42	chromosome 22 open reading frame 42	protein-coding	0	0
ENSG00000205857	NANOGNB	NANOG neighbor homeobox	protein-coding	0	0
ENSG00000205858	LRRC72	leucine rich repeat containing 72	protein-coding	0	0
ENSG00000205861	PCOTH	prostate and testis expressed opposite C1QTNF9B and MIPEP	ncRNA	0.94	1.55
ENSG00000205863	C1QTNF9B	C1q and TNF related 9B	protein-coding	0	0
ENSG00000205864	KRTAP5-6	keratin associated protein 5-6	protein-coding	0	0
ENSG00000205865	FAM99B	family with sequence similarity 99 member B	ncRNA	0	0
ENSG00000205866	FAM99A	family with sequence similarity 99 member A	ncRNA	0	0
ENSG00000205867	KRTAP5-2	keratin associated protein 5-2	protein-coding	0	0
ENSG00000205869	KRTAP5-1	keratin associated protein 5-1	protein-coding	0	0
ENSG00000205871	RPS3AP47	RPS3A pseudogene 47	pseudo	0	0
ENSG00000205879	NA	NA	NA	0.05	0
ENSG00000205882	DEFB134	defensin beta 134	protein-coding	0	0
ENSG00000205883	DEFB135	defensin beta 135	protein-coding	0	0
ENSG00000205884	DEFB136	defensin beta 136	protein-coding	0	0
ENSG00000205885	C1RL-AS1	C1RL antisense RNA 1	ncRNA	2.95	1.35
ENSG00000205890	LOC100128770	uncharacterized LOC100128770	ncRNA	0	0
ENSG00000205897	OR7E136P	olfactory receptor family 7 subfamily E member 136 pseudogene	pseudo	0	0
ENSG00000205898	LOC100420864	chromosome 11 open reading frame 58 pseudogene	pseudo	0	0
ENSG00000205899	BHLHA9	basic helix-loop-helix family member a9	protein-coding	0.16	0
ENSG00000205903	ZNF316	zinc finger protein 316	protein-coding	6.53	6
ENSG00000205913	SRRM2-AS1	SRRM2 antisense RNA 1	ncRNA	0.78	0.82
ENSG00000205916	DAZ4	deleted in azoospermia 4	protein-coding	0	0
ENSG00000205918	PDPK2P	3-phosphoinositide dependent protein kinase 2, pseudogene	pseudo	0	0
ENSG00000205922	ONECUT3	one cut homeobox 3	protein-coding	0	0
ENSG00000205923	CEMP1	cementum protein 1	protein-coding	0	1.05
ENSG00000205927	OLIG2	oligodendrocyte transcription factor 2	protein-coding	0	0
ENSG00000205929	C21orf62	chromosome 21 open reading frame 62	protein-coding	0.1	0
ENSG00000205930	NA	NA	NA	0.77	0.33
ENSG00000205936	PPP1R12BP2	protein phosphatase 1 regulatory subunit 12B pseudogene 2	pseudo	0	0
ENSG00000205937	RNPS1	RNA binding protein with serine rich domain 1	protein-coding	259.56	253.52
ENSG00000205940	NA	NA	NA	0.06	0
ENSG00000205944	DAZ2	deleted in azoospermia 2	protein-coding	0	0
ENSG00000205946	USP17L6P	ubiquitin specific peptidase 17 like family member 6, pseudogene	pseudo	0	0
ENSG00000205955	NA	NA	NA	0.03	0
ENSG00000205959	NA	NA	NA	0	0
ENSG00000205971	NA	NA	NA	0	0
ENSG00000205976	NA	NA	NA	0	0
ENSG00000205978	NYNRIN	NYN domain and retroviral integrase containing	protein-coding	3.46	3.37
ENSG00000205981	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19	protein-coding	43.2	43.46
ENSG00000205989	DEFB109C	defensin beta 109C	pseudo	0	0
ENSG00000206013	IFITM5	interferon induced transmembrane protein 5	protein-coding	0	0.14
ENSG00000206014	OR7E161P	olfactory receptor family 7 subfamily E member 161 pseudogene	pseudo	0	0
ENSG00000206026	SMIM21	small integral membrane protein 21	protein-coding	0	0
ENSG00000206028	NA	NA	NA	0	0
ENSG00000206034	DEFB109B	defensin beta 109B	protein-coding	0	0
ENSG00000206042	DEFA7P	defensin alpha 7, pseudogene	pseudo	0	0
ENSG00000206043	C18orf63	chromosome 18 open reading frame 63	protein-coding	0	0
ENSG00000206047	DEFA1	defensin alpha 1	protein-coding	0	0
ENSG00000206052	DOK6	docking protein 6	protein-coding	0	0
ENSG00000206053	JPT2	Jupiter microtubule associated homolog 2	protein-coding	80.56	91.41
ENSG00000206062	NA	NA	NA	0	0
ENSG00000206066	NA	NA	NA	0	0
ENSG00000206069	LHFPL7	LHFPL tetraspan subfamily member 7	protein-coding	0	0
ENSG00000206072	SERPINB11	serpin family B member 11	protein-coding	0	0
ENSG00000206073	SERPINB4	serpin family B member 4	protein-coding	0.08	0
ENSG00000206075	SERPINB5	serpin family B member 5	protein-coding	0	0.03
ENSG00000206077	ZDHHC11B	zinc finger DHHC-type containing 11B	protein-coding	0.25	0.52
ENSG00000206090	LOC100652871	glutathione S-transferase theta-4-like	pseudo	0	0
ENSG00000206102	KRTAP19-8	keratin associated protein 19-8	protein-coding	0	0
ENSG00000206104	KRTAP20-3	keratin associated protein 20-3	protein-coding	0	0
ENSG00000206105	KRTAP20-4	keratin associated protein 20-4	protein-coding	0	0
ENSG00000206106	KRTAP22-2	keratin associated protein 22-2	protein-coding	0	0
